20141030221615 nesox.c( reader):0338 [STATS] (202.45.128.171:8171)>>(202.45.128.171:42572):1:1:524288000:1414678575.47261596:1414678575.88330793:0.41069200
20141030221638 nesox.c( reader):0338 [STATS] (202.45.128.171:8172)>>(202.45.128.172:37806):1:2:524288000:1414678582.91120505:1414678598.75924301:15.84803800
20141030221629 nesox.c( reader):0338 [STATS] (202.45.128.171:8173)>>(202.45.128.173:56798):1:3:524288000:1414678580.54680395:1414678589.29384804:8.74704400
20141030221634 nesox.c( reader):0338 [STATS] (202.45.128.171:8174)>>(202.45.128.174:40218):1:4:524288000:1414678582.09700990:1414678594.36755490:12.27054500
20141030221634 nesox.c( reader):0338 [STATS] (202.45.128.172:8171)>>(202.45.128.171:36176):2:1:524288000:1414678577.74091601:1414678594.53917909:16.79826300
20141030221625 nesox.c( reader):0338 [STATS] (202.45.128.172:8172)>>(202.45.128.172:33597):2:2:524288000:1414678584.93266606:1414678585.22776008:0.29509400
20141030221639 nesox.c( reader):0338 [STATS] (202.45.128.172:8173)>>(202.45.128.173:57550):2:3:524288000:1414678583.47856808:1414678599.81399989:16.33543200
20141030221638 nesox.c( reader):0338 [STATS] (202.45.128.172:8174)>>(202.45.128.174:38726):2:4:524288000:1414678585.05819893:1414678598.98407507:13.92587600
20141030221634 nesox.c( reader):0338 [STATS] (202.45.128.173:8171)>>(202.45.128.171:37520):3:1:524288000:1414678576.62289691:1414678594.21692491:17.59402800
20141030221637 nesox.c( reader):0338 [STATS] (202.45.128.173:8172)>>(202.45.128.172:51969):3:2:524288000:1414678584.02968788:1414678597.60772204:13.57803400
20141030221622 nesox.c( reader):0338 [STATS] (202.45.128.173:8173)>>(202.45.128.173:48889):3:3:524288000:1414678582.35262489:1414678582.89884710:0.54622200
20141030221640 nesox.c( reader):0338 [STATS] (202.45.128.173:8174)>>(202.45.128.174:47603):3:4:524288000:1414678583.23362303:1414678600.78315210:17.54952900
20141030221629 nesox.c( reader):0338 [STATS] (202.45.128.174:8171)>>(202.45.128.171:38468):4:1:524288000:1414678576.89042306:1414678589.73190594:12.84148300
20141030221628 nesox.c( reader):0338 [STATS] (202.45.128.174:8172)>>(202.45.128.172:37509):4:2:524288000:1414678582.22094798:1414678588.11247611:5.89152800
20141030221634 nesox.c( reader):0338 [STATS] (202.45.128.174:8173)>>(202.45.128.173:50947):4:3:524288000:1414678581.22274804:1414678594.71520090:13.49245300
20141030221624 nesox.c( reader):0338 [STATS] (202.45.128.174:8174)>>(202.45.128.174:46006):4:4:524288000:1414678584.35667992:1414678584.58407497:0.22739500
20141030221615 nesox.c( reader):0338 [STATS] (202.45.128.171:8171)>>(202.45.128.171:42572):1:1:524288000:1414678575.47261596:1414678575.88330793:0.41069200
20141030221638 nesox.c( reader):0338 [STATS] (202.45.128.171:8172)>>(202.45.128.172:37806):1:2:524288000:1414678582.91120505:1414678598.75924301:15.84803800
20141030221629 nesox.c( reader):0338 [STATS] (202.45.128.171:8173)>>(202.45.128.173:56798):1:3:524288000:1414678580.54680395:1414678589.29384804:8.74704400
20141030221634 nesox.c( reader):0338 [STATS] (202.45.128.171:8174)>>(202.45.128.174:40218):1:4:524288000:1414678582.09700990:1414678594.36755490:12.27054500
20141030221634 nesox.c( reader):0338 [STATS] (202.45.128.172:8171)>>(202.45.128.171:36176):2:1:524288000:1414678577.74091601:1414678594.53917909:16.79826300
20141030221625 nesox.c( reader):0338 [STATS] (202.45.128.172:8172)>>(202.45.128.172:33597):2:2:524288000:1414678584.93266606:1414678585.22776008:0.29509400
20141030221639 nesox.c( reader):0338 [STATS] (202.45.128.172:8173)>>(202.45.128.173:57550):2:3:524288000:1414678583.47856808:1414678599.81399989:16.33543200
20141030221638 nesox.c( reader):0338 [STATS] (202.45.128.172:8174)>>(202.45.128.174:38726):2:4:524288000:1414678585.05819893:1414678598.98407507:13.92587600
20141030221634 nesox.c( reader):0338 [STATS] (202.45.128.173:8171)>>(202.45.128.171:37520):3:1:524288000:1414678576.62289691:1414678594.21692491:17.59402800
20141030221637 nesox.c( reader):0338 [STATS] (202.45.128.173:8172)>>(202.45.128.172:51969):3:2:524288000:1414678584.02968788:1414678597.60772204:13.57803400
20141030221622 nesox.c( reader):0338 [STATS] (202.45.128.173:8173)>>(202.45.128.173:48889):3:3:524288000:1414678582.35262489:1414678582.89884710:0.54622200
20141030221640 nesox.c( reader):0338 [STATS] (202.45.128.173:8174)>>(202.45.128.174:47603):3:4:524288000:1414678583.23362303:1414678600.78315210:17.54952900
20141030221629 nesox.c( reader):0338 [STATS] (202.45.128.174:8171)>>(202.45.128.171:38468):4:1:524288000:1414678576.89042306:1414678589.73190594:12.84148300
20141030221628 nesox.c( reader):0338 [STATS] (202.45.128.174:8172)>>(202.45.128.172:37509):4:2:524288000:1414678582.22094798:1414678588.11247611:5.89152800
20141030221634 nesox.c( reader):0338 [STATS] (202.45.128.174:8173)>>(202.45.128.173:50947):4:3:524288000:1414678581.22274804:1414678594.71520090:13.49245300
20141030221624 nesox.c( reader):0338 [STATS] (202.45.128.174:8174)>>(202.45.128.174:46006):4:4:524288000:1414678584.35667992:1414678584.58407497:0.22739500
